id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1394024748317822976,1393904317967618048,2021-05-16 17:19:34 SA Eastern Standard Time,2021-05-16,17:19:34,-0300,1365495562565521409,ptvmdfm,ptvmdfm@gmail.com,,"@joao_sanfins E macron interessado nas queimadas da Amazônia. Olha aí está merda, vai tomar no cool Morcón",pt,[],[],[],0,0,1,[],[],https://twitter.com/ptvmdfm/status/1394024748317822976,False,,0,,,,,,,,"[{'screen_name': 'joao_sanfins', 'name': 'Joāo Sanfins 🇵🇹', 'id': '863904387726536704'}]",,,,
1394012617786761219,1394012617786761219,2021-05-16 16:31:22 SA Eastern Standard Time,2021-05-16,16:31:22,-0300,1080347610676891649,yaggops,yaggom,,Fiz sete mas tenho certeza que faria dez antes das queimadas da Amazônia/pantanal,pt,[],[],[],1,0,1,[],[],https://twitter.com/yaggops/status/1394012617786761219,False,https://twitter.com/akaMcGeek/status/1393685155722764290,0,,,,,,,,[],,,,
1393976489666826243,1393976489666826243,2021-05-16 14:07:48 SA Eastern Standard Time,2021-05-16,14:07:48,-0300,975952115184099328,yoontted,.·͙☽ hiatus,,"a mentalidade do brasileiro apoiador de bolsonaro é a mesma de 100 anos atrás quando estávamos na política do café com leite, mas ao invés de café e leite, hoje seria a política das cabeças de gado (gado mesmo), ou será que já esqueceram daquelas queimadas na amazonia? +",pt,[],[],[],2,6,20,[],[],https://twitter.com/yoontted/status/1393976489666826243,False,,0,,,,,,,,[],,,,
1393971515155271685,1393955684862021634,2021-05-16 13:48:02 SA Eastern Standard Time,2021-05-16,13:48:02,-0300,1330339976056344576,alicelo48031830,lice♌⭐,,"@PaulinhoSerra Meus vizinhos, pqp eles ainda acreditam que cloroquina cura covid, que máscara não protege, que a China criou o covid pra virar a maior economia do país e o pior, que as queimadas da Amazônia são tudo mentira inventadas pelos jornalistas",pt,[],[],[],0,0,2,[],[],https://twitter.com/AliceLo48031830/status/1393971515155271685,False,,0,,,,,,,,"[{'screen_name': 'PaulinhoSerra', 'name': 'paulinho serra🇧🇷🇺🇸🇧🇷🇺🇸', 'id': '55885236'}]",,,,
1393717419290550273,1393708528070807553,2021-05-15 20:58:21 SA Eastern Standard Time,2021-05-15,20:58:21,-0300,1265693477075025920,naggyinho,Nago,,Virgin amazônia  - só tem no norte  - vive queimando  - só se destaca por causa dos rios não tem nada mais só tem peixe  - não tem serras  Chad Mata atlântica  - existe em todo litoral - Não tem queimadas desde 2018  - Matas gigantes e endêmicas  - serrinha gostosa pra subir hmmm,pt,[],[],[],1,0,0,[],[],https://twitter.com/Naggyinho/status/1393717419290550273,False,,0,,,,,,,,[],,,,
1393672851895508997,1393601989649575938,2021-05-15 18:01:15 SA Eastern Standard Time,2021-05-15,18:01:15,-0300,1387965692968898564,marlonp22145208,Marlon PIRES,,"@Vickiprs_ @IvoneteTavares7 @jairbolsonaro Se não tivesse fiscalização, não teriam sido pegos, a Amazônia é gigante, mas uma hora acabam descobrindo as falcatruas, o desmatamento está sobre controle e as queimadas tbm, é uma narrativa batida faz tempo, enquanto Lacron e Merkel estiverem a frente de seus países",pt,[],[],[],1,0,0,[],[],https://twitter.com/MarlonP22145208/status/1393672851895508997,False,,0,,,,,,,,"[{'screen_name': 'Vickiprs_', 'name': '𝐕𝐢𝐜', 'id': '1304519253190737922'}, {'screen_name': 'IvoneteTavares7', 'name': 'Ivonete Tavares', 'id': '1344094136199245825'}, {'screen_name': 'jairbolsonaro', 'name': 'Jair M. Bolsonaro', 'id': '128372940'}]",,,,
1393650318400016384,1393634915158315014,2021-05-15 16:31:43 SA Eastern Standard Time,2021-05-15,16:31:43,-0300,1346598004795572232,atentus3,Atentus,,"@freu_rodrigues Pra quem não sabe. Todas as QUEIMADAS que houveram na Amazônia, muitas foram CRIMINOSAS para encriminar o nosso Pres. Bolsonaro. Foram ONGS,SEM TERRA,CANGACEIROS,MADEREIROS CRIMINISOS, e tantos outros BANDIDOS que se juntaram para FERRAR O NOSSO PAÍS.  Mas,irá aparecer a verdade.",pt,[],[],[],0,0,0,[],[],https://twitter.com/Atentus3/status/1393650318400016384,False,,0,,,,,,,,"[{'screen_name': 'freu_rodrigues', 'name': 'Freu Rodrigues🇧🇷🇧🇷', 'id': '2902359105'}]",,,,
1393629604364144640,1393571494417125378,2021-05-15 15:09:24 SA Eastern Standard Time,2021-05-15,15:09:24,-0300,1329099126450106368,xiiibiu,Milibaunilha,,"@Vickiprs_ @AdriAlcantara38 E tem mais a comemorar : Queimadas na Amazônia, invasão de terra indígena, falta de vacina, ilusão da cloroquina, mansão de 6 milhões incompatível com salário, Queiroz, Micheque, rachadinha, picanha de 1.700,00, avião da FAB transportando DORGAS, férias de milhões de Reais etc",pt,[],[],[],1,0,6,[],[],https://twitter.com/Xiiibiu/status/1393629604364144640,False,,0,,,,,,,,"[{'screen_name': 'Vickiprs_', 'name': '𝐕𝐢𝐜', 'id': '1304519253190737922'}, {'screen_name': 'AdriAlcantara38', 'name': '💚💛Adriana', 'id': '1067816792922427397'}]",,,,
1393627701190270977,1393616127230726147,2021-05-15 15:01:50 SA Eastern Standard Time,2021-05-15,15:01:50,-0300,178903205,renanyako,Renan Fernandes,,"@valnirleite @luis_adaime As queimadas na Amazônia levam a falta de chuvas e tem consequências diretas na produção energética, sua conta de luz aumenta por isso...  Você sofre mais com variações extremas de temperatura..  Isso pode ter efeito também na própria produção de comodites...",pt,[],[],[],0,0,5,[],[],https://twitter.com/renanyako/status/1393627701190270977,False,,0,,,,,,,,"[{'screen_name': 'valnirleite', 'name': 'Valnir&Zilda', 'id': '290605122'}, {'screen_name': 'luis_adaime', 'name': 'Luis Felipe Adaime', 'id': '1202048835020886016'}]",,,,
1393608125874413573,1393559095819575299,2021-05-15 13:44:03 SA Eastern Standard Time,2021-05-15,13:44:03,-0300,1287888810240548865,faleiporfalar,falei por falar,,@RiodeNojeira Tudo bem que é ilegal mas as queimadas na Amazônia e no pantanal não foi por causa de balões,pt,[],[],[],1,0,0,[],[],https://twitter.com/faleiporfalar/status/1393608125874413573,False,,0,,,,,,,,"[{'screen_name': 'RiodeNojeira', 'name': 'Rio de Nojeira', 'id': '715176496005038080'}]",,,,
1393545493679116291,1393545493679116291,2021-05-15 09:35:11 SA Eastern Standard Time,2021-05-15,09:35:11,-0300,479695790,henriquefont,Henrique Fontoura,,"O poder da falácia ""queimadas na Amazônia"" é maior que imaginamos, a ponto de, em meio a uma pandemia, se manifestarem preocupados, não com a covid, a Argentina faminta, ou a França em uma crise de insurgência, mas com a Amazônia. Essa não é uma guerra apenas de narrativas!",pt,[],[],[],0,0,0,[],[],https://twitter.com/HenriqueFont/status/1393545493679116291,False,https://twitter.com/revistaoeste/status/1393220066100064260,0,,,,,,,,[],,,,
1393416272428388361,1393291386351497221,2021-05-15 01:01:42 SA Eastern Standard Time,2021-05-15,01:01:42,-0300,969239922262577153,looppiinn,Loopin,,@ToniBulhoes Faltou o óleo nas praias do Nordeste; As Queimadas matando TODAS as Girafas na Amazônia; E INÉDITO: o Foguete que caiu sem controle da China também foi por causa ele.,pt,[],[],[],0,0,2,[],[],https://twitter.com/Looppiinn/status/1393416272428388361,False,,0,,,,,,,,"[{'screen_name': 'ToniBulhoes', 'name': 'Toni Bulhoes', 'id': '32970721'}]",,,,
1393376055805812740,1393376055805812740,2021-05-14 22:21:54 SA Eastern Standard Time,2021-05-14,22:21:54,-0300,124185675,projetoinclusiv,Projetar Para Todos,,"""Um novo estudo do IPAM (Instituto de Pesquisa Ambiental da Amazônia) mostra que a invasão de florestas públicas não destinadas impulsiona o desmatamento ilegal e as queimadas na região. No primeiro trimestre de 2021, um terço da d… https://t.co/HCqWfWOE8Y  https://t.co/EVAOCvERKT",pt,[],"['https://lnkd.in/ehu_rgy', 'https://lnkd.in/eg9YDf4']",[],0,0,0,[],[],https://twitter.com/projetoinclusiv/status/1393376055805812740,False,,0,,,,,,,,[],,,,
1393340983669108737,1393333020782960640,2021-05-14 20:02:32 SA Eastern Standard Time,2021-05-14,20:02:32,-0300,1349513463891169283,casocriando,Criando Caso,,"@MarinaSilva Retrocesso foi sua gestão no ministério do meio ambiente, onde tivemos os piores números de queimadas de todos os tempos na Amazônia !",pt,[],[],[],0,0,0,[],[],https://twitter.com/CasoCriando/status/1393340983669108737,False,,0,,,,,,,,"[{'screen_name': 'MarinaSilva', 'name': 'Marina Silva', 'id': '105155795'}]",,,,
1393299079577411588,1393295561449693186,2021-05-14 17:16:01 SA Eastern Standard Time,2021-05-14,17:16:01,-0300,1332317653608898562,roger05083214,Rogerio,,"@gomes_lando @revistaoeste Não, eles irão relacionar esta decisão com as queimadas na Amazônia",pt,[],[],[],0,0,0,[],[],https://twitter.com/Roger05083214/status/1393299079577411588,False,,0,,,,,,,,"[{'screen_name': 'gomes_lando', 'name': 'Lando Gomes', 'id': '1284208564257656832'}, {'screen_name': 'revistaoeste', 'name': 'Revista Oeste', 'id': '1222939896349970432'}]",,,,
